semmcdl,oid_,ver,pr,bmp,semmcdr,bpt,fcc,length,ept,emp,regmgfv17_,countyl,fename2,fename3,fename,SHAPE__Length,objectid,countyr
5110,5800187505752,17a,4302481,25.718,5110,58001875,B11,148.13214486,58001791,25.81,269489,115,NS, ,Norfolk Southern Railway,486.170429418469,532,115
5110,5800185505766,17a,4302483,16.723,5110,58001855,B11,144.17097844,58001777,16.812,271045,115,NS, ,Norfolk Southern Railway,473.169363845566,533,115
5110,5800186105774,17a,4302482,25.695,5110,58001861,B11,144.53908796,58001776,25.785,271043,115,CN, ,Canadian National Railway,474.377327826202,534,115
5005,5800191903177,17a,4302477,23.799,5005,58001919,B11,539.95925707,58001761,24.134,269993,115,CN, ,Canadian National Railway,1772.17758385644,535,115
5005,5800176103295,17a,4302477,24.134,5005,58001761,B11,364.89172926,58001690,24.361,269857,115,CN, ,Canadian National Railway,1197.59425823156,536,115
5110,5800179105759,17a,4302481,25.81,5110,58001791,B11,324.63835181,58001665,26.012,270464,115,NS, ,Norfolk Southern Railway,1065.46419869451,537,115
5085,5800214310671,17a,4302478,23.022,5085,58002143,B11,1272.63164072,58001663,23.813,270851,115,AA, ,Ann Arbor Railroad,4176.95760639744,538,115
5085,5800186704194,17a,4302476,3.414,5085,58001867,B11,717.19072483,58001613,3.859,269877,115,NS, ,Norfolk Southern Railway,2353.93116897047,539,115
5020,5800169003161,17a,4302477,24.361,5020,58001690,B11,309.44322103,58001606,24.553,270222,115,CN, ,Canadian National Railway,1015.60863782012,540,115
5020,5800160603168,17a,4302477,24.553,5020,58001606,B11,398.47119583,58001528,24.801,270912,115,CN, ,Canadian National Railway,1307.80176840005,541,115
5020,5800152803366,17a,4302477,24.801,5020,58001528,B11,119.50125519,58001500,24.875,271145,115,CN, ,Canadian National Railway,392.208663524225,542,115
5020,5800150003217,17a,4302477,24.875,5020,58001500,B11,44.28735062,58001492,24.903,270790,115,CN, ,Canadian National Railway,145.353003707874,543,115
5020,5800199109312,17a,4302479,23.933,5020,58001991,B11,1035.53410712,58001490,24.576,270601,115,CSX, ,CSX Transportation,3398.67569667505,544,115
5020,5800149203151,17a,4302477,24.903,5020,58001492,B11,28.72271989,58001481,24.921,270566,115,CN, ,Canadian National Railway,94.2692753930761,545,115
5020,5800149009383,17a,4302479,24.576,5020,58001490,B11,13.19621154,58001481,24.584,270564,115,CSX, ,CSX Transportation,43.3104568861274,546,115
5085,5800161304146,17a,4302476,3.859,5085,58001613,B11,589.93429378,58001463,4.226,269492,115,NS, ,Norfolk Southern Railway,1936.25299734425,547,115
5020,5800148103119,17a,4302477,24.921,5020,58001481,B11,80.22324601,58001462,24.97,270440,115,CN, ,Canadian National Railway,263.296267751224,548,115
5085,5800146304224,17a,4302476,4.226,5085,58001463,B11,94.05889443,58001416,4.284,270457,115,NS, ,Norfolk Southern Railway,308.715129370447,549,115
5085,5800166310654,17a,4302478,23.813,5085,58001663,B11,546.97423464,58001432,24.153,269739,115,AA, ,Ann Arbor Railroad,1795.24357397385,550,115
5020,5800148109255,17a,4302479,24.584,5020,58001481,B11,149.23120849,58001407,24.677,270441,115,CSX, ,CSX Transportation,489.783720151995,551,115
5020,5800146203187,17a,4302477,24.97,5020,58001462,B11,235.77188388,58001397,25.117,269955,115,CN, ,Canadian National Railway,773.813386398326,552,115
5110,5800177705790,17a,4302483,16.812,5110,58001777,B11,1068.49996567,58001359,17.476,270104,115,NS, ,Norfolk Southern Railway,3506.81247861719,553,115
5110,5800177605824,17a,4302482,25.785,5110,58001776,B11,1066.38889631,58001358,26.448,270100,115,CN, ,Canadian National Railway,3499.88384265896,554,115
5110,5800135905858,17a,4302483,17.476,5110,58001359,B11,49.50784766,58001341,17.507,270199,115,NS, ,Norfolk Southern Railway,162.484190659928,555,115
5110,5800135805420,17a,4302482,26.448,5110,58001358,B11,57.64620105,58001339,26.483,270196,115,CN, ,Canadian National Railway,189.194154629151,556,115
5110,5800134105253,17a,4302483,17.507,5110,58001341,B11,25.00866151,58020049,17.522,269946,115,NS, ,Norfolk Southern Railway,82.0780849868387,557,115
5110,5800133905508,17a,4302482,26.483,5110,58001339,B11,24.93913204,58020050,26.499,269944,115,CN, ,Canadian National Railway,81.850035855952,558,115
1165,5802004905765,17a,4711931,0,1165,58020049,B11,33.64287551,82081943,0.021,269816,163,NS, ,Norfolk Southern Railway,110.415777092908,559,163
1165,5802005005808,17a,4711930,0,1165,58020050,B11,31.63110022,82081937,0.02,269693,163,CN, ,Canadian National Railway,103.813090713299,560,163
5020,5800140709300,17a,4302479,24.677,5020,58001407,B11,171.05407722,58001278,24.783,269452,115,CSX, ,CSX Transportation,561.406827068962,561,115
5110,5800166505777,17a,4302481,26.012,5110,58001665,B11,1060.53050028,58001277,26.671,269965,115,NS, ,Norfolk Southern Railway,3480.65732620169,562,115
5020,5800139703318,17a,4302477,25.117,5020,58001397,B11,613.73320861,58001260,25.498,271137,115,CN, ,Canadian National Railway,2014.29698895758,563,115
5085,5800143211056,17a,4302478,24.153,5085,58001432,B11,416.06491847,58021511,24.411,269477,115,AA, ,Ann Arbor Railroad,1365.57971159549,564,115
5085,5800141604161,17a,4302476,4.284,5085,58001416,B11,666.79577337,58001208,4.699,269849,115,NS, ,Norfolk Southern Railway,2188.52009829605,565,115
5020,5800127809304,17a,4302479,24.783,5020,58001278,B11,226.70810426,58001211,24.924,270783,115,CSX, ,CSX Transportation,744.065526908797,566,115
5020,5800127808195,17a,4302480,0,5020,58001278,B11,233.6889287,58001213,0.145,270782,115,CR, ,Consolidated Rail Corporation,766.977611543818,567,115
5110,5800127705671,17a,4302481,26.671,5110,58001277,B11,206.76690991,58001175,26.799,272717,115,NS, ,Norfolk Southern Railway,678.606888334478,568,115
5110,5800117507866,17a,4302481,26.799,5110,58001175,B11,16.63713769,58020042,26.81,273312,115,NS, ,Norfolk Southern Railway,54.6030039043218,569,115
1165,5802004205758,17a,4711939,0,1165,58020042,B11,25.9830165,82081894,0.016,273157,163,NS, ,Norfolk Southern Railway,85.2759199453809,570,163
1165,8208193705787,17a,4711930,0.02,1165,82081937,B11,461.35024462,82081890,0.306,269562,163,CN, ,Canadian National Railway,1514.14567755878,571,163
1165,8208194305789,17a,4711931,0.021,1165,82081943,B11,492.50409382,82081888,0.327,269564,163,NS, ,Norfolk Southern Railway,1616.39200995236,572,163
5085,5800120804184,17a,4302476,4.699,5085,58001208,B11,546.59773003,58021520,5.038,270205,115,NS, ,Norfolk Southern Railway,1794.00978196604,573,115
1165,8208188805788,17a,4711931,0.327,1165,82081888,B11,284.56434643,82081856,0.504,272126,163,NS, ,Norfolk Southern Railway,933.935463899729,574,163
1165,8208189005794,17a,4711930,0.306,1165,82081890,B11,312.4716971,82081855,0.501,272423,163,CN, ,Canadian National Railway,1025.52659559473,575,163
1165,8208184628324,17a,4718420,0.497,1165,82081846,B12,514.83378958,83031864,0.817,321971,163,CN, ,Canadian National Railway,1689.66910453129,576,163
5080,5802152004154,17a,4302476,5.038,5080,58021520,B11,181.89747843,58001071,5.151,270550,115,NS, ,Norfolk Southern Railway,597.012463219134,577,115
5080,5800107104137,17a,4302476,5.151,5080,58001071,B11,38.10789144,58001017,5.175,269942,115,NS, ,Norfolk Southern Railway,125.075331834333,578,115
1165,8208180227378,17a,4718420,0.404,1165,82081802,B12,150.18376203,82081846,0.497,271518,163,CN, ,Canadian National Railway,492.898938722926,579,163
1165,8208189405771,17a,4711939,0.016,1165,82081894,B11,592.51093914,82081800,0.384,272864,163,NS, ,Norfolk Southern Railway,1944.61180810228,580,163
5005,5800126003164,17a,4302477,25.498,5005,58001260,B11,1387.37324094,58021182,26.36,269947,115,CN, ,Canadian National Railway,4553.4021395415,581,115
5005,5802118202926,17a,4302477,26.36,5005,58021182,B11,9.67864089,58020104,26.366,271823,115,CN, ,Canadian National Railway,31.7654266009479,582,115
5005,5802010403122,17a,4302477,26.366,5005,58020104,B11,9.4691437,58000966,26.372,271819,115,CN, ,Canadian National Railway,31.0781816705837,583,115
5005,5800096603122,17a,4302477,26.372,5005,58000966,B11,41.8274495,58000957,26.398,271665,115,CN, ,Canadian National Railway,137.27864183026,584,115
5080,5800101704194,17a,4302476,5.175,5085,58001017,B11,288.83113483,58001167,5.355,269566,115,NS, ,Norfolk Southern Railway,947.982611683619,585,115
5080,5802151110692,17a,4302478,24.411,5080,58021511,B11,832.28717002,58000938,24.929,270082,115,AA, ,Ann Arbor Railroad,2731.67228425003,586,115
5005,5800121307638,17a,4302480,0.145,5005,58001213,B11,959.14247264,58000906,0.741,269447,115,CR, ,Consolidated Rail Corporation,3147.94227185399,587,115
1165,8208185505789,17a,4711930,0.501,1165,82081855,B11,521.74789942,82081754,0.825,272115,163,CN, ,Canadian National Railway,1712.36521695857,588,163
1165,8208185605783,17a,4711931,0.504,1165,82081856,B11,548.98017275,82081749,0.845,272121,163,NS, ,Norfolk Southern Railway,1801.74113536342,589,163
5005,5800121109462,17a,4302479,24.924,5005,58001211,B11,894.34658377,58000877,25.48,269450,115,CSX, ,CSX Transportation,2935.2788192377,590,115
5005,5800095703187,17a,4302477,26.398,5005,58000957,B11,465.42002789,58000868,26.687,271369,115,CN, ,Canadian National Railway,1527.51912828855,591,115
1165,8208175405764,17a,4711930,0.825,1165,82081754,B11,134.42238715,82081734,0.908,271505,163,CN, ,Canadian National Railway,441.171174691798,592,163
5005,5800090605293,17a,4302480,0.741,5005,58000906,B11,192.41981417,58000830,0.861,272248,115,CR, ,Consolidated Rail Corporation,631.528108622696,593,115
1165,8208174905774,17a,4711931,0.845,1165,82081749,B11,128.39025473,82081731,0.925,271350,163,NS, ,Norfolk Southern Railway,421.37355715572,594,163
5080,5800093810708,17a,4302478,24.929,5080,58000938,B11,268.18695332,58000792,25.095,273460,115,AA, ,Ann Arbor Railroad,880.222838149323,595,115
5080,5800079210765,17a,4302478,25.095,5080,58000792,B11,76.67748146,58000777,25.143,273445,115,AA, ,Ann Arbor Railroad,251.664906923261,596,115
1165,8208180006192,17a,4711939,0.384,1165,82081800,B11,583.38898516,82081685,0.747,272106,163,NS, ,Norfolk Southern Railway,1914.67105242261,597,163
1165,8208168505841,17a,4711939,0.747,1165,82081685,B11,30.9810998,82081675,0.766,273269,163,NS, ,Norfolk Southern Railway,101.679196475883,598,163
5005,5800083005338,17a,4302480,0.861,5005,58000830,B11,194.07319482,58000753,0.981,272542,115,CR, ,Consolidated Rail Corporation,636.9543157688,599,115
5080,5800116704202,17a,4302476,5.355,5080,58001167,B11,718.93137506,58019050,5.801,272139,115,NS, ,Norfolk Southern Railway,2359.62677227558,600,115
5080,5800077710647,17a,4302478,25.143,5080,58000777,B11,37.86030489,58019050,25.166,272560,115,AA, ,Ann Arbor Railroad,124.262029702778,601,115
5080,5800079209091,17a,4302711,0,5080,58000792,B12,112.8162371,58000756,0.07,273309,115,NS, ,Norfolk Southern Railway,370.277044196597,602,115
5080,5801905004325,17a,4302476,5.801,5080,58019050,B11,11.60961786,58000750,5.809,272118,115,NS, ,Norfolk Southern Railway,38.1040125018516,603,115
5080,5800075004912,17a,4302476,5.809,5080,58000750,B11,19.55142302,58000740,5.821,271974,115,NS, ,Norfolk Southern Railway,64.1704045420849,604,115
5080,5801905010714,17a,4302478,25.166,5080,58019050,B11,32.77380239,58000735,25.187,272119,115,AA, ,Ann Arbor Railroad,107.567553443165,605,115
5005,5800086803173,17a,4302477,26.687,5005,58000868,B11,582.00814997,58000717,27.049,272991,115,CN, ,Canadian National Railway,1910.16129378009,606,115
1165,8208166625246,17a,4718420,0.024,1165,82081666,B12,611.7568664,82081802,0.404,272108,163,CN, ,Canadian National Railway,2007.76815718118,607,163
1165,8208167505680,17a,4711939,0.766,1165,82081675,B11,118.89192913,82081644,0.84,272819,163,NS, ,Norfolk Southern Railway,390.200526257327,608,163
5080,5800074004081,17a,4302476,5.821,5080,58000740,B11,120.44533004,58000687,5.896,271815,115,NS, ,Norfolk Southern Railway,395.316879175031,609,115
5080,5800075606979,17a,4302711,0.07,5080,58000756,B12,120.80532218,58000687,0.145,272112,115,NS, ,Norfolk Southern Railway,396.498362482297,610,115
1165,8208173405789,17a,4711930,0.908,1165,82081734,B11,323.54972974,82081650,1.109,272529,163,CN, ,Canadian National Railway,1061.88109957336,611,163
1165,8208165024587,17a,4718420,0,1165,82081650,B12,37.82108051,82081666,0.024,271327,163,CN, ,Canadian National Railway,124.127571778755,612,163
1165,8208164405763,17a,4711939,0.84,1165,82081644,B11,30.83964282,82081642,0.859,273259,163,NS, ,Norfolk Southern Railway,101.214777006592,613,163
1165,8208165005795,17a,4711930,1.109,1165,82081650,B11,206.30541295,82081603,1.238,272810,163,CN, ,Canadian National Railway,677.08824070048,614,163
5005,5800075305261,17a,4302480,0.981,5005,58000753,B11,427.28770022,58020882,1.247,273277,115,CR, ,Consolidated Rail Corporation,1402.36991271871,615,115
1165,8208173105794,17a,4711931,0.925,1165,82081731,B11,608.05800779,82081587,1.303,272234,163,NS, ,Norfolk Southern Railway,1995.62866718985,616,163
5080,5800073510712,17a,4302478,25.187,5080,58000735,B11,405.32853875,58000593,25.439,271660,115,AA, ,Ann Arbor Railroad,1330.33683476269,617,115
5080,5800068704189,17a,4302476,5.896,5080,58000687,B11,551.61489637,58000557,6.238,273291,115,NS, ,Norfolk Southern Railway,1810.46871265157,618,115
5080,5800055704262,17a,4302476,6.238,5080,58000557,B11,19.96993422,58000552,6.251,271202,115,NS, ,Norfolk Southern Railway,65.5437023476699,619,115
5005,5800087709333,17a,4302479,25.48,5005,58000877,B11,711.92687239,58000576,25.922,271207,115,CSX, ,CSX Transportation,2336.56554098923,620,115
5005,5802088205283,17a,4302480,1.247,5005,58020882,B11,231.78662556,58000537,1.391,272805,115,CR, ,Consolidated Rail Corporation,760.729233557932,621,115
1165,8208158705794,17a,4711931,1.303,1165,82081587,B11,198.75378617,82098638,1.426,272945,163,NS, ,Norfolk Southern Railway,652.303286300274,622,163
1165,8208160305781,17a,4711930,1.238,1165,82081603,B11,297.9317917,82081567,1.423,272207,163,CN, ,Canadian National Railway,977.802125850232,623,163
5005,5800071703112,17a,4302477,27.049,5005,58000717,B11,1070.27128901,58000491,27.714,271948,115,CN, ,Canadian National Railway,3512.64223654363,624,115
5080,5800055204166,17a,4302476,6.251,5080,58000552,B11,259.83525786,58000471,6.412,273421,115,NS, ,Norfolk Southern Railway,852.810855259003,625,115
5005,5800053705210,17a,4302480,1.391,5005,58000537,B11,184.7933178,58000458,1.506,272062,115,CR, ,Consolidated Rail Corporation,606.495716258931,626,115
5080,5800047104196,17a,4302476,6.412,5080,58000471,B11,55.7076529,58000446,6.447,271191,115,NS, ,Norfolk Southern Railway,182.838920874016,627,115
5005,5800045805389,17a,4302480,1.506,5005,58000458,B11,49.51200855,58021176,1.537,271605,115,CR, ,Consolidated Rail Corporation,162.499507884455,628,115
5005,5802117605271,17a,4302480,1.537,5005,58021176,B11,11.24471829,58000429,1.544,273522,115,CR, ,Consolidated Rail Corporation,36.9054878087472,629,115
5005,5800042905236,17a,4302480,1.544,5005,58000429,B11,43.97300478,58000419,1.571,273231,115,CR, ,Consolidated Rail Corporation,144.320124510328,630,115
5080,8303259934915,17a,4605997,0.234,5080,83032599,B12,446.1778746,83032600,0.511,322038,115,NS, ,Norfolk Southern Railway,1464.40563087183,631,115
5080,5800059310277,17a,4302478,25.439,5080,58000593,B11,401.22225465,58000383,25.688,271951,115,AA, ,Ann Arbor Railroad,1316.8585187495,632,115
5080,5800044604137,17a,4302476,6.447,5080,58000446,B11,263.55641454,58000363,6.611,273116,115,NS, ,Norfolk Southern Railway,865.023495597215,633,115
5080,5802260529771,17a,4605997,0.141,5080,58022605,B12,149.16427071,83032599,0.234,322037,115,NS, ,Norfolk Southern Railway,489.573094167458,634,115
1165,8208164205785,17a,4711939,0.859,1165,82081642,B11,920.57497114,82081501,1.431,272663,163,NS, ,Norfolk Southern Railway,3021.29920973455,635,163
1015,8209863805789,17a,4711931,1.426,1015,82098638,B11,468.06575165,83018655,1.717,272487,163,NS, ,Norfolk Southern Railway,1536.17450277074,636,163
1015,8208156705795,17a,4711930,1.423,1015,82081567,B11,469.26365348,83018654,1.714,272485,163,CN, ,Canadian National Railway,1540.10568730635,637,163
1015,8301865505789,17a,4711931,1.717,1015,83018655,B11,24.26904973,82081491,1.732,320037,163,NS, ,Norfolk Southern Railway,79.6500125590837,638,163
1015,8301865405795,17a,4711930,1.714,1015,83018654,B11,23.61670188,82081490,1.729,320036,163,CN, ,Canadian National Railway,77.5092093302749,639,163
4070,5800038309925,17a,4605002,0,4070,58000383,B11,128.11743312,81022793,0.08,273256,161,AA, ,Ann Arbor Railroad,420.496405785298,640,161
4070,5800036304090,17a,4605000,0,4070,58000363,B11,160.55608125,81022785,0.1,272068,161,NS, ,Norfolk Southern Railway,526.963779551523,641,161
4070,8102278503834,17a,4605000,0.1,4070,81022785,B11,9.01112803,81022781,0.105,272799,161,NS, ,Norfolk Southern Railway,29.5755661978142,642,161
4070,8102279310287,17a,4605002,0.08,4070,81022793,B11,32.09121028,81022786,0.1,273400,161,AA, ,Ann Arbor Railroad,105.326987633057,643,161
1015,8208150105925,17a,4711939,1.431,1015,82081501,B11,109.94701676,82081477,1.499,271282,163,NS, ,Norfolk Southern Railway,360.842219753229,644,163
5005,5800049103187,17a,4302477,27.714,5005,58000491,B11,758.97780142,58000292,28.186,271748,115,CN, ,Canadian National Railway,2490.96748380245,645,115
4070,8102278104303,17a,4605000,0.105,4070,81022781,B11,113.74014809,81022660,0.176,272647,161,NS, ,Norfolk Southern Railway,373.308444667188,646,161
4070,8103129624402,17a,4605997,0.025,4070,81031296,B12,187.56445956,58022605,0.141,271772,161,NS, ,Norfolk Southern Railway,615.60763647204,647,161
5005,5800029203165,17a,4302477,28.186,5005,58000292,B11,160.22663758,58000267,28.285,272037,115,CN, ,Canadian National Railway,525.863484107907,648,115
4125,8102266004180,17a,4605000,0.176,4125,81022660,B11,71.16205803,81031295,0.22,271315,161,NS, ,Norfolk Southern Railway,233.562029914817,649,161
4125,8103129524665,17a,4605997,0,4125,81031295,B12,39.90089666,81031296,0.025,271162,161,NS, ,Norfolk Southern Railway,130.959253227054,650,161
1055,8208149005793,17a,4711930,1.729,1055,82081490,B11,200.95456237,82081450,1.854,272907,163,CN, ,Canadian National Railway,659.524391397768,651,163
4070,8102278610375,17a,4605002,0.1,4070,81022786,B11,192.85664006,81022708,0.219,272951,161,AA, ,Ann Arbor Railroad,632.977424195488,652,161
5005,5800026703159,17a,4302477,28.285,5005,58000267,B11,400.84105943,58000228,28.534,273210,115,CN, ,Canadian National Railway,1315.55913462809,653,115
5005,5800057609306,17a,4302479,25.922,5005,58000576,B11,855.95460721,58000215,26.454,273248,115,CSX, ,CSX Transportation,2809.26268327472,654,115
5005,5800022803208,17a,4302477,28.534,5005,58000228,B11,190.36547538,58000208,28.653,273050,115,CN, ,Canadian National Railway,624.778292442457,655,115
4070,8102270810210,17a,4605002,0.219,4070,81022708,B11,260.67251953,81024807,0.381,271751,161,AA, ,Ann Arbor Railroad,855.556204751916,656,161
1055,8208145005787,17a,4711930,1.854,1055,82081450,B11,618.07033889,82081239,2.238,273200,163,CN, ,Canadian National Railway,2028.47891202842,657,163
4070,8102480710054,17a,4605002,0.381,4070,81024807,B11,206.10969503,81022482,0.509,273516,161,AA, ,Ann Arbor Railroad,676.475023622872,658,161
5005,5800041905286,17a,4302480,1.571,5005,58000419,B11,1198.88259007,58000145,2.316,272633,115,CR, ,Consolidated Rail Corporation,3934.74972932143,659,115
4125,8103129504180,17a,4605000,0.22,4125,81031295,B11,962.74325477,81022421,0.819,272784,161,NS, ,Norfolk Southern Railway,3159.83004762054,660,161
1015,8208147705798,17a,4711939,1.499,1015,82081477,B11,907.17979234,82081186,2.063,272465,163,NS, ,Norfolk Southern Railway,2977.32658686824,661,163
5005,5800014505243,17a,4302480,2.316,5005,58000145,B11,302.31882027,58000106,2.504,271256,115,CR, ,Consolidated Rail Corporation,992.212373100886,662,115
4125,8102242104169,17a,4605000,0.819,4125,81022421,B11,489.83951497,81022320,1.123,272029,161,NS, ,Norfolk Southern Railway,1607.70465364094,663,161
5005,5800021509320,17a,4302479,26.454,5005,58000215,B11,806.55700861,58019995,26.955,271426,115,CSX, ,CSX Transportation,2647.13285356171,664,115
1055,8208123905778,17a,4711930,2.238,1055,82081239,B11,646.03600459,82080996,2.639,271547,163,CN, ,Canadian National Railway,2120.25613375263,665,163
5005,5800010605276,17a,4302480,2.504,5005,58000106,B11,347.66214737,58000039,2.72,275098,115,CR, ,Consolidated Rail Corporation,1141.02860268096,666,115
1055,8208149105791,17a,4711931,1.732,1055,82081491,B11,1510.85282755,82080961,2.671,272914,163,NS, ,Norfolk Southern Railway,4958.54636260781,667,163
1105,5801999509327,17a,4711924,0,1105,58019995,B11,116.44097594,82080933,0.072,274354,163,CSX, ,CSX Transportation,382.160875844222,668,163
5005,5800020803153,17a,4302477,28.653,5005,58000208,B11,1747.93966974,58000019,29.739,272015,115,CN, ,Canadian National Railway,5736.71243942907,669,115
1105,5800003905297,17a,4711928,0,1105,58000039,B11,104.58145738,82104105,0.065,275229,163,CR, ,Consolidated Rail Corporation,343.236303771788,670,163
1105,8210410523870,17a,4718419,0,1105,82104105,B12,96.84490156,58022638,0.06,275227,163,CR, ,Consolidated Rail Corporation,317.845022997703,671,163
1105,5800001903141,17a,4711934,0,1105,58000019,B11,190.5811356,82080861,0.118,274784,163,CN, ,Canadian National Railway,625.482658089521,672,163
4015,8102232004185,17a,4605000,1.123,4015,81022320,B11,516.26644742,81022241,1.444,272894,161,NS, ,Norfolk Southern Railway,1694.43844513368,673,161
1105,8208086103210,17a,4711934,0.118,1105,82080861,B11,11.90574323,83025345,0.126,275510,163,CN, ,Canadian National Railway,39.0746157707767,674,163
1105,8302534503210,17a,4711934,0.126,1105,83025345,B11,49.88354387,82080844,0.157,320498,163,CN, ,Canadian National Railway,163.716565103483,675,163
4125,8102248210439,17a,4605002,0.509,4125,81022482,B11,809.81723178,81022245,1.013,271284,161,AA, ,Ann Arbor Railroad,2657.90637987565,676,161
4015,8102224104027,17a,4605000,1.444,4015,81022241,B11,104.07646879,81022221,1.508,275544,161,NS, ,Norfolk Southern Railway,341.589200601963,677,161
4015,8102222104119,17a,4605000,1.508,4015,81022221,B11,22.82808592,81029405,1.523,274360,161,NS, ,Norfolk Southern Railway,74.9239964305175,678,161
1015,8208118605782,17a,4711939,2.063,1015,82081186,B11,901.82519548,82080770,2.624,274511,163,NS, ,Norfolk Southern Railway,2959.74455459714,679,163
1105,8208084403310,17a,4711934,0.157,1105,82080844,B11,211.40345163,82080759,0.288,274921,163,CN, ,Canadian National Railway,693.820687822015,680,163
1055,8208096105788,17a,4711931,2.671,1055,82080961,B11,364.03360891,82080762,2.897,275809,163,NS, ,Norfolk Southern Railway,1194.73697048302,681,163
1055,8208099605681,17a,4711930,2.639,1055,82080996,B11,408.00346241,82080761,2.893,274029,163,CN, ,Canadian National Railway,1339.0435791017,682,163
1015,8208077005772,17a,4711939,2.624,1015,82080770,B11,88.44345557,82080725,2.679,273862,163,NS, ,Norfolk Southern Railway,290.26615482228,683,163
1105,8210410505272,17a,4711928,0.065,1105,82104105,B11,384.20957946,82080735,0.304,273750,163,CR, ,Consolidated Rail Corporation,1260.97533304014,684,163
4125,8102224510226,17a,4605002,1.013,4125,81022245,B11,185.9087219,81028834,1.128,275692,161,AA, ,Ann Arbor Railroad,610.171745227672,685,161
1055,8208072505806,17a,4711939,2.679,1055,82080725,B11,240.05360961,82080611,2.828,275043,163,CR, ,Consolidated Rail Corporation,787.842212675865,686,163
1045,8208075903163,17a,4711934,0.288,1045,82080759,B11,586.74199352,82080589,0.653,275650,163,CN, ,Canadian National Railway,1925.67009076164,687,163
1045,8208058903175,17a,4711934,0.653,1045,82080589,B11,29.17903399,82080582,0.671,275782,163,CN, ,Canadian National Railway,95.7645573930513,688,163
1105,8208093309324,17a,4711924,0.072,1105,82080933,B11,570.69990838,82080584,0.427,275082,163,CSX, ,CSX Transportation,1873.04215790517,689,163
1045,8208058203174,17a,4711934,0.671,1045,82080582,B11,103.6339919,82080554,0.735,275630,163,CN, ,Canadian National Railway,340.123398659286,690,163
1055,8208076105785,17a,4711930,2.893,1055,82080761,B11,440.90116529,82080547,3.167,275786,163,CN, ,Canadian National Railway,1447.00981119777,691,163
1105,8208073505262,17a,4711928,0.304,1105,82080735,B11,423.12975326,82080539,0.567,275797,163,CR, ,Consolidated Rail Corporation,1388.70978888418,692,163
1055,8208054705801,17a,4711930,3.167,1055,82080547,B11,49.44849395,82080466,3.197,273547,163,CN, ,Canadian National Railway,162.286934685938,693,163
1045,8208055403120,17a,4711934,0.735,1045,82080554,B11,149.53431098,82080506,0.828,274893,163,CN, ,Canadian National Railway,490.766524858369,694,163
1045,8208050603207,17a,4711934,0.828,1045,82080506,B11,17.63871384,82080501,0.839,274145,163,CN, ,Canadian National Railway,57.8897759417348,695,163
1045,8303264530980,17a,4718416,2.428,1045,83032645,B12,711.28657802,83032647,2.87,322045,163,CN, ,Canadian National Railway,2334.40486109059,696,163
1045,8208050103171,17a,4711934,0.839,1045,82080501,B11,130.40756409,82080439,0.92,274140,163,CN, ,Canadian National Railway,427.992970087325,697,163
1055,8208076205791,17a,4711931,2.897,1055,82080762,B11,627.45819351,82080444,3.287,275788,163,CR, ,Consolidated Rail Corporation,2059.27802395333,698,163
1045,8208043903204,17a,4711934,0.92,1045,82080439,B11,36.58775228,82080430,0.943,275766,163,CN, ,Canadian National Railway,120.079696986869,699,163
1105,8208058409269,17a,4711924,0.427,1105,82080584,B11,288.18057907,82080389,0.606,275189,163,CSX, ,CSX Transportation,945.809832826372,700,163
1055,8208061105724,17a,4711939,2.828,1055,82080611,B11,422.68373285,82080394,3.09,274596,163,CR, ,Consolidated Rail Corporation,1387.22199813121,701,163
1045,8208043003164,17a,4711934,0.943,1045,82080430,B11,296.72385885,82080356,1.127,275471,163,CN, ,Canadian National Railway,973.836645716764,702,163
1045,8208035603139,17a,4711934,1.127,1045,82080356,B11,40.07291386,82100310,1.152,275762,163,CN, ,Canadian National Railway,131.517686513894,703,163
1105,8208053905247,17a,4711928,0.567,1105,82080539,B11,453.63784391,82080313,0.849,275626,163,CR, ,Consolidated Rail Corporation,1488.83518969403,704,163
1045,8210031003139,17a,4711934,1.152,1045,82100310,B11,142.78653721,82080297,1.241,275755,163,CN, ,Canadian National Railway,468.619815374704,705,163
4015,8102940504119,17a,4605000,1.523,4015,81029405,B11,1303.72601174,81022042,2.333,274206,161,NS, ,Norfolk Southern Railway,4278.94921041556,706,161
1045,8303264627320,17a,4718416,2.112,1045,83032646,B12,508.24127338,83032645,2.428,322044,163,CN, ,Canadian National Railway,1668.02211557855,707,163
1045,8208029703161,17a,4711934,1.241,1045,82080297,B11,172.50992669,82080247,1.348,275018,163,CN, ,Canadian National Railway,566.170428123168,708,163
4015,8102204204314,17a,4605000,2.333,4015,81022042,B11,129.69514504,81022026,2.413,274456,161,NS, ,Norfolk Southern Railway,425.670796389489,709,161
4125,8102883410226,17a,4605002,1.128,4125,81028834,B11,844.6970994,81022036,1.653,275095,161,AA, ,Ann Arbor Railroad,2772.37972151986,710,161
1045,8208024703184,17a,4711934,1.348,1045,82080247,B11,179.1727865,82080207,1.46,273980,163,CN, ,Canadian National Railway,588.037556194049,711,163
1105,8208031305265,17a,4711928,0.849,1105,82080313,B11,390.34914122,82099927,1.091,273692,163,CR, ,Consolidated Rail Corporation,1281.12029076723,712,163
1105,8209992705337,17a,4711928,1.091,1105,82099927,B11,8.26010815,82080157,1.096,275449,163,CR, ,Consolidated Rail Corporation,27.1098194042517,713,163
